"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
1163,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,5357.63,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54737041,"Street tree","Fair",-80.18353461,,1,20,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","630 Academy Ave","630","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1164,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,7085.46,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54729652,"Street tree","Fair",-80.18365007,"Yes",1,23,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Sidewalk lifting-minor","","","","","","630 Academy Ave","630","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1165,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,989.1,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54714675,"Street tree","Fair",-80.18390857,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","630 Academy Ave","630","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1166,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,18873.94,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54704689,"Street tree","Fair",-80.18405035,,1,39,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Overextended branch","Girdling roots present (moderate)","","","","","614 Academy Ave","614","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1167,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,61.82,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54698802,"Street tree","Fair",-80.18417923,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","614 Academy Ave","614","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1168,"Oak-Pin","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,1084.92,"",0,"STD","3/8/18","3/10/18","","QUPA","Quercus palustris","Quercus","palustris",40.5468652,"Street tree","Fair",-80.18438435,,1,9,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","614 Academy Ave","614","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1169,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,2625.24,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54677506,"Street tree","Fair",-80.18453623,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Sidewalk lifting-minor","","","","","","608 Academy Ave","608","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1170,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,"3",7085.46,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54667657,"Street tree","Fair",-80.18466645,,1,23,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","608 Academy Ave","608","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1171,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,2625.24,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54662507,"Street tree","Fair",-80.18476194,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","608 Academy Ave","608","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1172,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,"3",12615.42,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54649698,"Street tree","Fair",-80.18497607,,1,31,0,0,0,0,4.5,"No","Yes","Yes","Significant","Improbable","Unlikely","High","Low","Stem","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Fungi/conks","Seam","Dead branches <=2","","","","7 Centennial Ave","7","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1173,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,5357.63,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54644418,"Street tree","Fair",-80.18503396,,1,20,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Sidewalk lifting-minor","","","","","","Centennial Ave","","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1174,"Oak-Pin","Mature",,"Fair",0.65,,"Within crown",1,"51-75%",1,"2",5979.49,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54637279,"Street tree","Fair",-80.18514058,,1,25,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","","","","","","7 Centennial Ave","7","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1175,"Oak-Pin","Mature",,"Poor",0.65,,"Within crown",1,"51-75%",1,"2",3036.63,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.5463057,"Street tree","Fair",-80.185259,,1,23,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Compression fork","","","","","7 Centennial Ave","7","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1176,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,757.28,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54615951,"Street tree","Fair",-80.18551693,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","544 Academy Ave","544","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1177,"Lilac-Japanese Tree","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54610407,"Street tree","Fair",-80.18559913,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","544 Academy Ave","544","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1178,"Lilac-Japanese Tree","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,247.28,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54607169,"Street tree","Fair",-80.18566017,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","544 Academy Ave","544","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1179,"Lilac-Japanese Tree","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,"2",247.28,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54600598,"Street tree","Fair",-80.18575915,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","540 Academy Ave","540","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1180,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,556.37,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54593985,"Street tree","Fair",-80.18586465,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","540 Academy Ave","540","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1181,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,386.37,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54588439,"Street tree","Fair",-80.18595393,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Butt swell","","","","","","540 Academy Ave","540","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1182,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,15048.1,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54581039,"Street tree","Fair",-80.18609393,,1,34,0,0,0,0,4.5,"Yes","Yes","Yes","Significant","Improbable","Unlikely","Medium","Low","Roots","Street","Overhead lines","1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Fungi/conks","Sidewalk lifting-minor","Cavity-suspected","","","","530 Academy Ave","530","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1183,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54573912,"Street tree","Fair",-80.18617819,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Soil heaving","","","","","","530 Academy Ave","530","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1184,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,556.37,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54562746,"Street tree","Fair",-80.18635805,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",1,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Girdling roots present (moderate)","Wound-stem","","","","","524 Academy Ave","524","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1185,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,"2",989.1,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.5455734,"Street tree","Fair",-80.18645859,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","524 Academy Ave","524","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1186,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,"2",11264.41,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54553059,"Street tree","Fair",-80.18653595,,1,29,0,0,0,0,4.5,"No","Yes","Yes","Significant","Improbable","Unlikely","Medium","Low","Stem","Street","Overhead lines","1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Cavity-suspected","","","","","518 Academy Ave","518","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1187,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,"2",757.28,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54546562,"Street tree","Fair",-80.18663137,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Clearance","Clean:N/A ;Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Broken branch(s)","","","","","","518 Academy Ave","518","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1188,"Oak-Pin","Mature",,"Good",0.65,,"Within crown",1,"51-75%",1,,12054.66,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.5453948,"Street tree","Fair",-80.18675519,,1,30,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Overextended branch","","","","","","518 Academy Ave","518","Academy Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1189,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,61.82,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54533842,"Street tree","Fair",-80.18683118,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","Beaver St","","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1190,"Lilac-Japanese Tree","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,757.28,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54522361,"Street tree","Fair",-80.18705202,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","Beaver St","","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1191,"Oak-Pin","Semi-mature",,"Good",0.65,,"Within crown",1,"51-75%",1,"2",2263.6,"",0,"STD","3/8/18","3/8/18","","QUPA","Quercus palustris","Quercus","palustris",40.54514484,"Street tree","Fair",-80.18715048,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","Beaver St","","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1192,"Maple-Sugar","Young",,"Dead",,,"Within crown",1,"51-75%",1,"1",0,"",0,"STD","3/8/18","4/9/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54252298,"Street tree","Fair",-80.18674937,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","329 Grant St","329","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1193,"Cherry","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,283.34,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54246609,"Street tree","Fair",-80.18683663,"Yes",1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","329 Grant St","329","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1194,"Hophornbeam-American","Semi-mature",,"Fair",0.83,,"Within crown",1,"51-75%",1,,598.61,"",0,"STD","3/8/18","3/8/18","","OSVI","Ostrya virginiana","Ostrya","virginiana",40.54239238,"Street tree","Fair",-80.1869304,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","","","","","","321 Grant St","321","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1195,"Hophornbeam-American","Semi-mature",,"Good",0.83,,"Within crown",1,"51-75%",1,,615.71,"",0,"STD","3/8/18","3/8/18","","OSVI","Ostrya virginiana","Ostrya","virginiana",40.54230834,"Street tree","Fair",-80.18701529,"Yes",1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","321 Grant St","321","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1196,"Cherry","Mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",1371.35,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54224069,"Street tree","Fair",-80.18710473,"Yes",1,11,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Clearance","Clean:N/A ;Raise:Sidewalk;Pole/post;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","313 Grant St","313","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1197,"Maple-Sugar","Mature",,"Good",0.75,,"No",1,"51-75%",1,,9659.18,"",0,"STD","3/8/18","3/11/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54168701,"Street tree","Fair",-80.18769074,,1,25,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Lean","Girdling roots present (moderate)","","","","","260 Grant St","260","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1198,"Maple-Sugar","Mature",,"Good",0.75,,"No",1,"51-75%",1,,6815.52,"",0,"STD","3/8/18","3/10/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54161453,"Street tree","Fair",-80.18776703,,1,21,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","","","","","","248 Grant St","248","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
